#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
# base_birth_events.txt
EVTOPTD301;Isn't [From.GetSheHe] adorable?;;Ist [From.GetSheHe] nicht hinreißend?;;;x
EVTDESC_TOG_7527_WODANAZ;Finally the monument is finished. It turned out just as you envisioned it, or perhaps even better. To celebrate its completion, a grand ceremony was held in Wotan' honor, and what a ceremony indeed! Tales of it will be told for as long as the monument stands watch over [Root.Capital.GetName].;;Endlich ist das Denkmal fertig. Es ist genau so geworden, wie du es dir vorgestellt hast, oder vielleicht sogar noch besser. Um seine Fertigstellung zu feiern, wurde eine große Zeremonie zu Wotans Ehren abgehalten, und was für eine Zeremonie! Die Geschichten darüber werden erzählt werden, solange das Monument über [Root.Capital.GetName] wacht.;;;
EVTDESC_TOG_7527_INGWAZ;Finally the monument is finished. It turned out just as you envisioned it, or perhaps even better. To celebrate its completion, a grand ceremony was held in Inguin' honor, and what a ceremony indeed! Tales of it will be told for as long as the monument stands watch over [Root.Capital.GetName].;;Endlich ist das Monument fertig. Es ist genau so geworden, wie Ihr es Euch vorgestellt habt, oder vielleicht sogar noch besser. Um seine Fertigstellung zu feiern, wurde zu Inguins Ehren eine große Zeremonie abgehalten, und was für eine Zeremonie! Man wird sich Geschichten darüber erzählen, solange das Monument über [Root.Capital.GetName] wacht.;;;
EVTDESC_TOG_7527_THUNRAZ;Finally the monument is finished. It turned out just as you envisioned it, or perhaps even better. To celebrate its completion, a grand ceremony was held in Thunær' honor, and what a ceremony indeed! Tales of it will be told for as long as the monument stands watch over [Root.Capital.GetName].;;Endlich ist das Monument fertig. Es ist genau so geworden, wie Ihr es Euch vorgestellt habt, oder vielleicht sogar noch besser. Um die Fertigstellung zu feiern, wurde eine große Zeremonie zu Thunærs Ehren abgehalten, und was für eine Zeremonie! Man wird sich Geschichten darüber erzählen, solange das Denkmal über [Root.Capital.GetName] wacht.;;;
# roi_guru_events.txt
EVTDESC_RoI_3202_Bon;Lately, you have been enganging in long philosophical conversations with [From.GetFirstNameWithNick], your court guru. You have been discussing Bön, and how you can become master over your desires and weaknessess and eliminate the suffering they cause in your soul.;;In letzter Zeit haben Sie lange philosophische Gespräche mit [From.GetFirstNameWithNick], Ihrem Hofguru, geführt. Ihr habt über Bön gesprochen und darüber, wie du Herr über deine Wünsche und Schwächen werden und das Leiden, das sie in deiner Seele verursachen, beseitigen kannst.;;;x
# mnm_indian_pilgrim_events.txt
EVTDESC_MNM_8012;My preparations are done and the time has come to begin my pilgrimage to Purang. Soon I shall experience the tranquility and enlightenment of the holy Mountain Kailash and the place where Drenpa Namkha was born.;;Meine Vorbereitungen sind abgeschlossen und die Zeit ist gekommen, meine Pilgerreise nach Purang zu beginnen. Bald werde ich die Ruhe und Erleuchtung des heiligen Berges Kailash und des Ortes, an dem Drenpa Namkha geboren wurde, erleben.;;;x
EVTDESC_MNM_8013;I have packed my things and made preparations for my household to make do without me. It is time to set out for the Kawagarbo peaks.;;Ich habe meine Sachen gepackt und Vorbereitungen getroffen, damit mein Haushalt ohne mich auskommen kann. Es ist Zeit, zu den Kawagarbo-Gipfeln aufzubrechen.;;;x
EVTDESC_MNM_8014;I have packed my things and made preparations for my household to make do without me. It is time to set out for Monasteries of Lhasa.;;Ich habe meine Sachen gepackt und Vorbereitungen getroffen, damit mein Haushalt ohne mich auskommen kann. Es ist an der Zeit, zu den Klöstern von Lhasa aufzubrechen.;;;x
EVTDESC_MNM_8022_bon;Any traveller would balk at the prospect of traversing mountains and hils but it was the shorter route. Emerging under ever-steeper mountains however, it is becoming increasingly clear that I have made a mistake. The road ahead is not necessarily as dangerous as what now lies behind, but it is quite clearly not the right road.;;Jeder Reisende würde sich vor der Aussicht scheuen, Berge und Hügel zu überqueren, aber es war die kürzere Route. Als ich unter immer steileren Bergen auftauche, wird mir jedoch immer klarer, dass ich einen Fehler gemacht habe. Der Weg, der vor mir liegt, ist zwar nicht unbedingt so gefährlich wie der, der hinter mir liegt, aber er ist ganz eindeutig nicht der richtige Weg.;;;x
EVTDESC_MNM_8023;A large group of mounted warriors block our way. The local warlord is a man that has taken it upon himself to relieve pilgrims, merchants or other travelers of some of their wealth in order to allow them passage. Turning back is not an option, either we pay or we will have to fight these men.;;Eine große Gruppe von berittenen Kriegern versperrt uns den Weg. Der örtliche Kriegsherr ist ein Mann, der es sich zur Aufgabe gemacht hat, Pilger, Händler oder andere Reisende um einen Teil ihres Reichtums zu erleichtern, um ihnen die Durchreise zu ermöglichen. Umkehren kommt nicht in Frage, entweder wir zahlen oder wir müssen gegen diese Männer kämpfen.;;;x
EVTDESC_MNM_8024;It has been days since we last saw a settlement and deep forests surround us on all sides. The small road we have been following has all but disappeared in the thick undergrowth. As I look up I can make out a huge creature native to this land on the other side.;;Es ist Tage her, seit wir das letzte Mal eine Siedlung gesehen haben, und tiefe Wälder umgeben uns auf allen Seiten. Die kleine Straße, der wir gefolgt sind, ist fast im dichten Unterholz verschwunden. Als ich aufschaue, kann ich auf der anderen Seite eine riesige Kreatur erkennen, die in diesem Land heimisch ist.;;;x
EVTDESC_MNM_8029;You come across a thriving city in the middle of a dry upland. The secret of their prosperity seems to be huge water tanks, built and maintained by the local ruler. A separate reservoir is also under construction to allow the city to grow even bigger. You stop to admire this feat of engineering and cannot help wondering how much a similar construction could benefit [Root.Capital.GetName].;;Wir stoßen auf eine blühende Stadt inmitten eines trockenen Hochlands. Das Geheimnis ihres Wohlstands scheinen riesige Wassertanks zu sein, die vom örtlichen Herrscher gebaut und unterhalten werden. Ein weiterer Stausee ist ebenfalls im Bau, damit die Stadt noch größer werden kann. Sie bleiben stehen, um diese technische Meisterleistung zu bewundern, und fragen sich, wie sehr eine ähnliche Konstruktion [Root.Capital.GetName] nutzen könnte.;;;x
EVTNAME_MNM_8040;Arrival in Purang;;Ankunft in Purang;;;x
EVTDESC_MNM_8040;The peaks of the holy Mountain Kailash can be seen in the distance. This is the place where Heavens meet the Earth and where spiritual realm of Tagzig Olmo Lung Ring is located.\n\nThis is where Bönpo worshipers come seeking Enlightenment through purification of the bodymind and mindstream of all obscurations.;;In der Ferne sind die Gipfel des heiligen Berges Kailash zu sehen. Dies ist der Ort, an dem der Himmel auf die Erde trifft und an dem sich das spirituelle Reich des Tagzig Olmo Lung Rings befindet. Hierher kommen die Bönpo-Verehrer, die Erleuchtung suchen, indem sie den Körper-Geist und den Geistesstrom von allen Verunreinigungen reinigen.;;;x
EVTOPTA_MNM_8040;I too seek to be enlightened;;Auch ich möchte erleuchtet werden.;;;x
EVTNAME_MNM_8041;Kawagarbo;;Kawagarbo;;;x
EVTDESC_MNM_8041;You have finally arrived in Kawagarbo, by many considered the principal pilgrimage site for the Bönpo faithful. Over the centuries rulers and rich pilgrims from many lands have contributed to a great number of temples, monasteries and shrines at this post. Numerous local monks maintain the these temples and shrines in honor of the Warrior God.;;Sie sind endlich in Kawagarbo angekommen, das von vielen als der wichtigste Wallfahrtsort für die Bönpo-Gläubigen angesehen wird. Im Laufe der Jahrhunderte haben Herrscher und reiche Pilger aus vielen Ländern zu einer großen Anzahl von Tempeln, Klöstern und Schreinen an diesem Ort beigetragen. Zahlreiche einheimische Mönche halten diese Tempel und Schreine zu Ehren des Kriegergottes instand.;;;x
EVTOPTA_MNM_8041;It is time I proceed to the temples and mathas of this place.;;Es ist an der Zeit, dass ich mich zu den Tempeln und Mathas dieses Ortes begebe.;;;x
EVTNAME_MNM_8042;Sanchi;;Sanchi;;;x
EVTDESC_MNM_8042;You have finally arrived in Lhasa, one of the oldest centers of Bön worship in the world. Legend says that the temple of Jokhang was built by King Songtsen Gampo for his two brides who brought many sacred relics to the temple from their homelands. Ever since Bönpo have been coming here to seek out the serenely secluded environment, and over the years more temples, stupas and monasteries have sprung up around this ideal place for monastic life.\n\nAs you approach the olderst part of the monastery you reflect on the generations of faithful that have walked this way before you.;;Sie sind nun endlich in Lhasa angekommen, einem der ältesten Zentren der Bön-Verehrung in der Welt. Die Legende besagt, dass der Jokhang-Tempel von König Songtsen Gampo für seine beiden Bräute erbaut wurde, die viele heilige Reliquien aus ihrer Heimat in den Tempel brachten. Seitdem kommen die Bönpo hierher, um die ruhige, abgeschiedene Umgebung zu genießen, und im Laufe der Jahre entstanden immer mehr Tempel, Stupas und Klöster rund um diesen idealen Ort für klösterliches Leben.\n\n Wenn Sie sich dem ältesten Teil des Klosters nähern, denken Sie an die Generationen von Gläubigen, die diesen Weg vor Ihnen gegangen sind.;;;x
EVTOPTA_MNM_8042;It is time I proceed to the temples and mathas of this place.;;Es ist an der Zeit, dass ich mich zu den Tempeln und Mathas dieses Ortes begebe.;;;x
EVTOPTA_MNM_8094;I will go to Purang, where Drenpa Namkha was born.;;Ich werde nach Purang gehen, wo Drenpa Namkha geboren wurde.;;;x
EVTOPTC_MNM_8094;I will go to the monasteries of Lhasa.;;Ich werde zu den Klöstern von Lhasa gehen.;;;x
EVTOPTB_MNM_8094;I will go to Peaks of Kawagarbo, home of the Warrior God.;;Ich werde zu den Gipfeln von Kawagarbo gehen, der Heimat des Kriegergottes.;;;x
# mnm_artifact_events.txt
EVTNAME_MNM_9608;The Achilles' Spear;;Der Speer des Achilles;;;x
EVTDESC_MNM_9608;Your relic hunter [relic_hunter.GetTitledFirstName] returns from [relic_hunter.GetHerHis] lengthy travels to your court. Once in your presence, [relic_hunter.GetSheHe] produces an old, yet well preserved spear. With a broad smile [relic_hunter.GetSheHe] hands it to you. 'My liege, I present you the spear of mighty Achilles'\n\nYou hold the spear in your hand, and immediately feel a flow of power from it. With it you can become the greatest Hellenic warrior since the spear's previous owner.\n\nThe [relic_hunter.GetManWoman] who made it possible smiles at your elation, waiting patiently...;;Euer Reliquienjäger [relic_hunter.GetTitledFirstName] kehrt von [relic_hunter.GetHerHis] langwierigen Reisen an Euren Hof zurück. In Eurer Gegenwart bringt [relic_hunter.GetSheHe] einen alten, aber gut erhaltenen Speer hervor. Mit einem breiten Lächeln überreicht [relic_hunter.GetSheHe] ihn Euch. Mein Lehnsherr, ich präsentiere Euch den Speer des mächtigen Achilles'\n\nDu hältst den Speer in der Hand und spürst sofort einen Strom der Macht von ihm ausgehen. Mit ihm könnt Ihr der größte hellenische Krieger seit dem vorherigen Besitzer des Speers werden.\n\nDie [relic_hunter.GetManWoman], die dies möglich gemacht hat, lächelt Euch zu und wartet geduldig...;;;x
EVTNAME_MNM_9609;Spartan Sword;;Spartaner-Schwert;;;x
EVTDESC_MNM_9609;A proud [relic_hunter.GetTitledFirstName] enters your throne room, a sword in [relic_hunter.GetHerHis] hands. [relic_hunter.GetSheHeCap] bows, and when [relic_hunter.GetSheHe] holds out the weapon you see it is an ancient rusty sword... 'My search has been long and difficult,' your [relic_hunter.GetJobTitle] says, 'but what I bring you is a weapon wielded by a true Spartan warrior'\n\nYou take the sword and inspect it. It does indeed bear a striking resemblance to the descriptions you've heard of it, from history and legends. It feels light and powerful in your hands, and though it might not be in the perfect condition for combat it will definitely improve your collection, and become an envy of your courtiers...\n\nYour [relic_hunter.GetJobTitle], at least, seems impressed, as [relic_hunter.GetSheHe] waits for you to speak.;;Ein stolzer [relic_hunter.GetTitledFirstName] betritt Euren Thronsaal, ein Schwert in [relic_hunter.GetHerHis] Händen. [relic_hunter.GetSheHeCap] verbeugt sich, und als [relic_hunter.GetSheHe] die Waffe ausstreckt, seht Ihr, dass es sich um ein uraltes, rostiges Schwert handelt... 'Meine Suche war lang und schwierig', sagt Euer [relic_hunter.GetJobTitle], 'aber was ich Euch bringe, ist eine Waffe, die von einem wahren spartanischen Krieger geführt wurde'\n\n Ihr nehmt das Schwert und untersucht es. Es hat tatsächlich eine verblüffende Ähnlichkeit mit den Beschreibungen, die ihr aus der Geschichte und den Legenden kennt. Es fühlt sich leicht und kraftvoll in Euren Händen an, und obwohl es vielleicht nicht in perfektem Zustand für den Kampf ist, wird es auf jeden Fall Eure Sammlung bereichern und Eure Höflinge vor Neid erblassen lassen...\n\nIhr [relic_hunter.GetJobTitle] scheint zumindest beeindruckt zu sein, während [relic_hunter.GetSheHe] darauf wartet, dass Ihr etwas sagt.;;;x
# mnm_secret_religious_societies_events.txt
EVTDESC_MNM_3949;I feel the [old_religion.GetName] way of life calling to me still. My [demander.GetLordLady]'s demand for me to abandon my beliefs and never enter my [old_religion.GetHouseOfWorship] again only makes the urge stronger. I find no truth in the [demander.Religion.GetName] faith and truly doubt [demander.GetHerHis] [demander.GetHouseOfWorship] will ever be a place for me.;Je sens que le mode de vie [old_religion.GetReligionMasc] me manque. La demande de m[demander.GetOnA] [demander.GetLordLady] lige d'abandonner mes croyances et de ne plus jamais entrer dans [old_religion.GetHouseOfWorshipUnUne] ne fait que renforcer mon envie. Je ne trouve aucune vérité dans la foi [demander.Religion.GetName] et je doute vraiment qu'[demander.GetHouseOfWorshipUnUne] soit un endroit pour moi.;Ich spüre, dass die [old_religion.GetName] Lebensweise immer noch nach mir ruft. Die Forderung meiner [demander.GetLordLady], meinen Glauben aufzugeben und mein [old_religion.GetHouseOfWorship] nie wieder zu betreten, macht den Drang nur noch stärker. Ich finde keine Wahrheit im Glauben von [demander.Religion.GetName] und bezweifle wirklich, dass [demander.GetHerHis] [demander.GetHouseOfWorship] jemals ein Ort für mich sein wird.;;Siento que el camino de mi antigua religión aún me llama. La súplica de mi [demander.GetLordLady] de que abandone mis creencias y nunca vuelva al templo solo consigue hacerlas más fuertes. No encuentro la verdad en el credo[demander.Religion.GetName] y realmente dudo que su rebaño pueda acogerme de nuevo.;x
# HF something
EVTOPTAHFP20004;I just can't help myself!;Je ne peux pas m'arrêter!;Ich kann nicht anders!;;¡Yo no puedo detenerme!;x
# rip_torture_events.txt
EVTOPTB_RIP_20001;But there are more lessons to be learned!;;Aber es gibt noch mehr Lektionen, die wir lernen müssen!;;;x
EVTOPTB_RIP_20003;But there are more lessons to be learned!;;Aber es gibt noch mehr Lektionen, die gelernt werden müssen!;;;x
EVTOPTB_RIP_20005;But there are more lessons to be learned!;;Aber es gibt noch mehr Lektionen, die wir lernen müssen!;;;x
EVTOPTB_RIP_20007;First we tickle, then back to dungeon!;;Erst kitzeln wir, dann zurück in den Kerker!;;;x
EVTOPTB_RIP_20009;But there are more lessons to be learned!;;Aber es gibt noch mehr Lektionen, die wir lernen müssen!;;;x
EVTOPTB_RIP_20011;But there are more lessons to be learned!;;Aber es gibt noch mehr Lektionen, die wir lernen müssen!;;;x
EVTOPTB_RIP_20013;I will start by removing your leg. Then we'll see what happens next.;;Ich werde damit beginnen, dein Bein zu entfernen. Dann werden wir sehen, was als nächstes passiert.;;;x
EVTOPTB_RIP_20015;I will start by removing your hand. Then we'll see what happens next.;;Ich werde damit beginnen, deine Hand zu entfernen. Dann werden wir sehen, was als nächstes passiert.;;;x
EVTOPTB_RIP_20017;I will start by removing your eye. Then we'll see what happens next.;;Ich werde damit beginnen, dein Auge zu entfernen. Dann werden wir sehen, was als nächstes passiert.;;;x
EVTOPTB_RIP_20019;I will start by removing your nose. Then we'll see what happens next.;;Ich werde damit beginnen, deine Nase zu entfernen. Dann werden wir sehen, was als nächstes passiert.;;;x
EVTOPTB_RIP_20021;I will start by removing your manhood. Then we'll see what happens next.;;Ich werde damit beginnen, deine Männlichkeit zu entfernen. Dann werden wir sehen, was als nächstes passiert.;;;x
EVTOPTB_RIP_20023;This was only the first chapter!;;Das war erst das erste Kapitel!;;;x
EVTOPTB_RIP_20025;Oh! Only one more chapter to go. How sad.;;Oh! Nur noch ein Kapitel. Wie traurig.;;;x
EVTOPTB_RIP_20027;I lied! Let's start from chapter one again.;;Ich habe gelogen! Lasst uns noch einmal beim ersten Kapitel anfangen.;;;x
EVTOPTBRIP.15001;Back to the dungeon with [From.GetHerHim]!;;Zurück in den Kerker mit [From.GetHerHim]!;;;x
EVTOPTBRIP.15003;Back to the dungeon with [From.GetHerHim]!;;Zurück in den Kerker mit [From.GetHerHim]!;;;x
EVTOPTBRIP.15005;Back to the dungeon with [From.GetHerHim]!;;Zurück in den Kerker mit [From.GetHerHim]!;;;x
EVTOPTBRIP.15007;Back to the dungeon with [From.GetHerHim]!;;Zurück in den Kerker mit [From.GetHerHim]!;;;x
# rip_flavor_events.txt
EVTDESC_RIP_4030;My court physician [physician.GetTitledFirstName] has shared some of [physician.GetHerHis] latest ideas with me. I do not know much of medicine, but perhaps [physician.GetSheHe] is on to something. [physician.GetSheHeCap] has asked for some money to develop [physician.GetHerHis] theory further and write a book on it.;Mon physicien de la Cour [physician.GetTitledFirstName] m'a fait part de ses dernières idées. Je ne m'y connais pas en médecine, mais peut-être qu'[physician.GetSheHe] est sur une piste. [physician.GetSheHeCap] a demandé de l'argent pour vérifier ses théories et écrire un livre ce propos.;Mein Hofarzt [physician.GetTitledFirstName] hat mir einige der neuesten Ideen von [physician.GetHerHis] mitgeteilt. Ich verstehe nicht viel von Medizin, aber vielleicht ist [physician.GetSheHe] an etwas dran. [physician.GetSheHeCap] hat um etwas Geld gebeten, um [physician.GetHerHis] Theorie weiterzuentwickeln und ein Buch darüber zu schreiben.;;Mi médico de la corte [physician.GetTitledFirstName] ha compartido algunas de [physician.GetHerHis] últimas ideas conmigo. No sé mucho de medicina, pero quizás [physician.GetSheHe] está en la pista de algo. [physician.GetSheHeCap] me ha pedido algo de dinero para desarrollar [physician.GetHerHis] teoría aún más y escribir un libro sobre esto.;x
