#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#
# FACTION MAIN
#
CB_NAME_OVERTHROWRULER;Overthrow Ruler;Renverser le Suzerain;Herrscher stürzen;;Gobernante derrocado;;;;;;;;;x
EVTDESC_PlusFaction_140;The attempt to undermine [faction_member.GetTitledFirstNameNoRegnal] failed. [faction_member.GetHerHisCap] faction members heard the allegations, but believed [faction_member.GetHerHis] denials and the matter was dropped. Worse, they are all furious at you for making the allegations to begin with.;The attempt to undermine [faction_member.GetTitledFirstNameNoRegnal] failed. [faction_member.GetHerHisCap] faction members heard the allegations, but believed [faction_member.GetHerHis] denials and the matter was dropped. Worse, they are all furious at you for making the allegations to begin with.;The attempt to undermine [faction_member.GetTitledFirstNameNoRegnal] failed. [faction_member.GetHerHisCap] faction members heard the allegations, but believed [faction_member.GetHerHis] denials and the matter was dropped. Worse, they are all furious at you for making the allegations to begin with.;;The attempt to undermine [faction_member.GetTitledFirstNameNoRegnal] failed. [faction_member.GetHerHisCap] faction members heard the allegations, but believed [faction_member.GetHerHis] denials and the matter was dropped. Worse, they are all furious at you for making the allegations to begin with.;;;;;;;;;x
EVTDESC_PlusFaction_141;The attempt to undermine [faction_member.GetTitledFirstNameNoRegnal] succeeded. [faction_member.GetHerHisCap] faction members heard the allegations and are clearly furious...and don't appear to give any credit to the idea that they came from you.;The attempt to undermine [faction_member.GetTitledFirstNameNoRegnal] succeeded. [faction_member.GetHerHisCap] faction members heard the allegations and are clearly furious...and don't appear to give any credit to the idea that they came from you.;The attempt to undermine [faction_member.GetTitledFirstNameNoRegnal] succeeded. [faction_member.GetHerHisCap] faction members heard the allegations and are clearly furious...and don't appear to give any credit to the idea that they came from you.;;The attempt to undermine [faction_member.GetTitledFirstNameNoRegnal] succeeded. [faction_member.GetHerHisCap] faction members heard the allegations and are clearly furious...and don't appear to give any credit to the idea that they came from you.;;;;;;;;;x
EVTDESC_PlusFaction_142;Some allegations have been floating around that [faction_member.GetTitledName] has been conspiring with [Root.Liege.GetTitledFirstNameNoRegnal] against the rest of the faction...but it appears the allegations have come from [Root.Liege.GetTitledFirstNameNoRegnal] [Root.Liege.GetHerHim]self! They are completely false.;Some allegations have been floating around that [faction_member.GetTitledName] has been conspiring with [Root.Liege.GetTitledFirstNameNoRegnal] against the rest of the faction...but it appears the allegations have come from [Root.Liege.GetTitledFirstNameNoRegnal] [Root.Liege.GetHerHim]self! They are completely false.;Some allegations have been floating around that [faction_member.GetTitledName] has been conspiring with [Root.Liege.GetTitledFirstNameNoRegnal] against the rest of the faction...but it appears the allegations have come from [Root.Liege.GetTitledFirstNameNoRegnal] [Root.Liege.GetHerHim]self! They are completely false.;;Some allegations have been floating around that [faction_member.GetTitledName] has been conspiring with [Root.Liege.GetTitledFirstNameNoRegnal] against the rest of the faction...but it appears the allegations have come from [Root.Liege.GetTitledFirstNameNoRegnal] [Root.Liege.GetHerHim]self! They are completely false.;;;;;;;;;x
EVTOPTA_PlusFaction_142;How dare [Root.Liege.GetSheHe]!;How dare [Root.Liege.GetSheHe]!;How dare [Root.Liege.GetSheHe]!;;How dare [Root.Liege.GetSheHe]!;;;;;;;;;x
EVTDESC_PlusFaction_143;Some allegations have been floating around that [faction_member.GetTitledName] has been conspiring with [Root.Liege.GetTitledFirstNameNoRegnal] against the rest of the faction...allegations that, true or not, seem to have enough basis to merit suspicion.;Some allegations have been floating around that [faction_member.GetTitledName] has been conspiring with [Root.Liege.GetTitledFirstNameNoRegnal] against the rest of the faction...allegations that, true or not, seem to have enough basis to merit suspicion.;Some allegations have been floating around that [faction_member.GetTitledName] has been conspiring with [Root.Liege.GetTitledFirstNameNoRegnal] against the rest of the faction...allegations that, true or not, seem to have enough basis to merit suspicion.;;Some allegations have been floating around that [faction_member.GetTitledName] has been conspiring with [Root.Liege.GetTitledFirstNameNoRegnal] against the rest of the faction...allegations that, true or not, seem to have enough basis to merit suspicion.;;;;;;;;;x
EVTOPTA_PlusFaction_143;That explains a great deal;That explains a great deal;That explains a great deal;;That explains a great deal;;;;;;;;;x
EVTDESC_PlusFaction_145_COURT;My liege,\nI believe I have convinced [faction_leader.GetTitledName] to permit me a meeting with the entirety of the Court Faction. If you allow it, I will attempt to gain their favor on your behalf, though of course I cannot guarantee success.\n\nYour servant,\n[Root.job_chancellor.GetTitledName];My liege,\nI believe I have convinced [faction_leader.GetTitledName] to permit me a meeting with the entirety of the Court Faction. If you allow it, I will attempt to gain their favor on your behalf, though of course I cannot guarantee success.\n\nYour servant,\n[Root.job_chancellor.GetTitledName];My liege,\nI believe I have convinced [faction_leader.GetTitledName] to permit me a meeting with the entirety of the Court Faction. If you allow it, I will attempt to gain their favor on your behalf, though of course I cannot guarantee success.\n\nYour servant,\n[Root.job_chancellor.GetTitledName];;My liege,\nI believe I have convinced [faction_leader.GetTitledName] to permit me a meeting with the entirety of the Court Faction. If you allow it, I will attempt to gain their favor on your behalf, though of course I cannot guarantee success.\n\nYour servant,\n[Root.job_chancellor.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_145_PROSPERITY;My liege,\nI believe I have convinced [faction_leader.GetTitledName] to permit me a meeting with the entirety of the Prosperity Faction. If you allow it, I will attempt to gain their favor on your behalf, though of course I cannot guarantee success.\n\nYour servant,\n[Root.job_chancellor.GetTitledName];My liege,\nI believe I have convinced [faction_leader.GetTitledName] to permit me a meeting with the entirety of the Prosperity Faction. If you allow it, I will attempt to gain their favor on your behalf, though of course I cannot guarantee success.\n\nYour servant,\n[Root.job_chancellor.GetTitledName];My liege,\nI believe I have convinced [faction_leader.GetTitledName] to permit me a meeting with the entirety of the Prosperity Faction. If you allow it, I will attempt to gain their favor on your behalf, though of course I cannot guarantee success.\n\nYour servant,\n[Root.job_chancellor.GetTitledName];;My liege,\nI believe I have convinced [faction_leader.GetTitledName] to permit me a meeting with the entirety of the Prosperity Faction. If you allow it, I will attempt to gain their favor on your behalf, though of course I cannot guarantee success.\n\nYour servant,\n[Root.job_chancellor.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_145_GLORY;My liege,\nI believe I have convinced [faction_leader.GetTitledName] to permit me a meeting with the entirety of the Glory Faction. If you allow it, I will attempt to gain their favor on your behalf, though of course I cannot guarantee success.\n\nYour servant,\n[Root.job_chancellor.GetTitledName];My liege,\nI believe I have convinced [faction_leader.GetTitledName] to permit me a meeting with the entirety of the Glory Faction. If you allow it, I will attempt to gain their favor on your behalf, though of course I cannot guarantee success.\n\nYour servant,\n[Root.job_chancellor.GetTitledName];My liege,\nI believe I have convinced [faction_leader.GetTitledName] to permit me a meeting with the entirety of the Glory Faction. If you allow it, I will attempt to gain their favor on your behalf, though of course I cannot guarantee success.\n\nYour servant,\n[Root.job_chancellor.GetTitledName];;My liege,\nI believe I have convinced [faction_leader.GetTitledName] to permit me a meeting with the entirety of the Glory Faction. If you allow it, I will attempt to gain their favor on your behalf, though of course I cannot guarantee success.\n\nYour servant,\n[Root.job_chancellor.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_145_TRADITION;My liege,\nI believe I have convinced [faction_leader.GetTitledName] to permit me a meeting with the entirety of the Tradition Faction. If you allow it, I will attempt to gain their favor on your behalf, though of course I cannot guarantee success.\n\nYour servant,\n[Root.job_chancellor.GetTitledName];My liege,\nI believe I have convinced [faction_leader.GetTitledName] to permit me a meeting with the entirety of the Tradition Faction. If you allow it, I will attempt to gain their favor on your behalf, though of course I cannot guarantee success.\n\nYour servant,\n[Root.job_chancellor.GetTitledName];My liege,\nI believe I have convinced [faction_leader.GetTitledName] to permit me a meeting with the entirety of the Tradition Faction. If you allow it, I will attempt to gain their favor on your behalf, though of course I cannot guarantee success.\n\nYour servant,\n[Root.job_chancellor.GetTitledName];;My liege,\nI believe I have convinced [faction_leader.GetTitledName] to permit me a meeting with the entirety of the Tradition Faction. If you allow it, I will attempt to gain their favor on your behalf, though of course I cannot guarantee success.\n\nYour servant,\n[Root.job_chancellor.GetTitledName];;;;;;;;;x
EVTOPTA_PlusFaction_145;Make the attempt;Make the attempt;Make the attempt;;Make the attempt;;;;;;;;;x
EVTOPTB_PlusFaction_145;No, I would rather not make things worse;No, I would rather not make things worse;No, I would rather not make things worse;;No, I would rather not make things worse;;;;;;;;;x
EVTDESC_PlusFaction_146;My liege,\nMy meeting with the faction went well. With any luck, things with them should be a bit easier, now.\n\nSincerely,\n[Root.job_chancellor.GetTitledName];My liege,\nMy meeting with the faction went well. With any luck, things with them should be a bit easier, now.\n\nSincerely,\n[Root.job_chancellor.GetTitledName];My liege,\nMy meeting with the faction went well. With any luck, things with them should be a bit easier, now.\n\nSincerely,\n[Root.job_chancellor.GetTitledName];;My liege,\nMy meeting with the faction went well. With any luck, things with them should be a bit easier, now.\n\nSincerely,\n[Root.job_chancellor.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_147;My liege,\nMy meeting with the faction did not go well. I wish I could report otherwise, but at least I'm certain I did not make things worse.\n\nMy apologies,\n[Root.job_chancellor.GetTitledName];My liege,\nMy meeting with the faction did not go well. I wish I could report otherwise, but at least I'm certain I did not make things worse.\n\nMy apologies,\n[Root.job_chancellor.GetTitledName];My liege,\nMy meeting with the faction did not go well. I wish I could report otherwise, but at least I'm certain I did not make things worse.\n\nMy apologies,\n[Root.job_chancellor.GetTitledName];;My liege,\nMy meeting with the faction did not go well. I wish I could report otherwise, but at least I'm certain I did not make things worse.\n\nMy apologies,\n[Root.job_chancellor.GetTitledName];;;;;;;;;x
