#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
abandon_adventure;Abandon Adventure;;Abenteuer aufgeben;;;x
hire_assassin_nonruler;Send Assassin After [Root.PlotTarget.GetTitledFirstNameNoRegnal];;Attentäter nach [Root.PlotTarget.GetTitledFirstNameNoRegnal] schicken;;;x
hire_assassin_nonruler_desc;Using your network of spies, it shouldn't be too difficult to find a competent assassin that you can hire in order to kill [Root.PlotTarget.GetBestName]...without having to take the risk that waiting for an opportune moment to strike could present.;;Mithilfe Ihres Spionagenetzes sollte es nicht allzu schwierig sein, einen fähigen Attentäter zu finden, den Sie anheuern können, um [Root.PlotTarget.GetBestName] zu töten, ohne das Risiko einzugehen, das das Warten auf einen günstigen Moment für einen Anschlag darstellen könnte.;;;x
hire_assassin_count;Send Assassin After [Root.PlotTarget.GetTitledFirstNameNoRegnal];;Assassine nach [Root.PlotTarget.GetTitledFirstNameNoRegnal] schicken;;;x
hire_assassin_count_desc;Using your network of spies, it shouldn't be too difficult to find a competent assassin that you can hire in order to kill [Root.PlotTarget.GetBestName]...without having to take the risk that waiting for an opportune moment to strike could present.;;Mithilfe Ihres Spionagenetzes sollte es nicht allzu schwierig sein, einen fähigen Attentäter zu finden, den Sie anheuern können, um [Root.PlotTarget.GetBestName] zu töten, ohne das Risiko einzugehen, das das Warten auf einen günstigen Zeitpunkt für einen Anschlag darstellen könnte.;;;x
hire_assassin_duke;Send Assassin After [Root.PlotTarget.GetTitledFirstNameNoRegnal];;Assassine nach [Root.PlotTarget.GetTitledFirstNameNoRegnal] schicken;;;x
hire_assassin_duke_desc;Using your network of spies, it shouldn't be too difficult to find a competent assassin that you can hire in order to kill [Root.PlotTarget.GetBestName]...without having to take the risk that waiting for an opportune moment to strike could present.;;Mithilfe Ihres Spionagenetzes sollte es nicht allzu schwierig sein, einen fähigen Attentäter zu finden, den Sie anheuern können, um [Root.PlotTarget.GetBestName] zu töten, ohne das Risiko einzugehen, das das Warten auf einen günstigen Zeitpunkt für einen Anschlag darstellen könnte.;;;x
hire_assassin_king;Send Assassin After [Root.PlotTarget.GetTitledFirstNameNoRegnal];;Assassine nach [Root.PlotTarget.GetTitledFirstNameNoRegnal] schicken;;;x
hire_assassin_king_desc;Using your network of spies, it shouldn't be too difficult to find a competent assassin that you can hire in order to kill [Root.PlotTarget.GetBestName]...without having to take the risk that waiting for an opportune moment to strike could present.;;Mithilfe Ihres Spionagenetzes sollte es nicht allzu schwierig sein, einen fähigen Attentäter zu finden, den Sie anheuern können, um [Root.PlotTarget.GetBestName] zu töten, ohne das Risiko einzugehen, das das Warten auf einen günstigen Zeitpunkt für einen Anschlag darstellen könnte.;;;x
hire_assassin_emperor;Send Assassin After [Root.PlotTarget.GetTitledFirstNameNoRegnal];;Assassine nach [Root.PlotTarget.GetTitledFirstNameNoRegnal] schicken;;;x
hire_assassin_emperor_desc;Using your network of spies, it shouldn't be too difficult to find a competent assassin that you can hire in order to kill [Root.PlotTarget.GetBestName]...without having to take the risk that waiting for an opportune moment to strike could present.;;Mithilfe Eures Spionagenetzes sollte es nicht allzu schwierig sein, einen fähigen Attentäter zu finden, den Ihr anheuern könnt, um [Root.PlotTarget.GetBestName] zu töten, ohne das Risiko einzugehen, das das Warten auf einen günstigen Zeitpunkt für einen Anschlag darstellen könnte.;;;x
hold_a_furusiyya_desc;We shall hold a grand tournament known as the Furusiyya, a martial competition held once per reign that shall determine once and for all who the best knights of the land are.;;Wir werden ein großes Turnier abhalten, das als Furusiyya bekannt ist, ein kriegerischer Wettkampf, der einmal pro Regierungszeit stattfindet und ein für alle Mal die besten Ritter des Landes bestimmen soll.;;;x
hold_an_aonach_tailteann;Hold Aonach Tailteann;Organiser l'Aonach Tailteann;Haltet Aonach Tailteann;;;x
hold_an_aonach_tailteann_desc;The games were founded, by Lugh Lámhfhada, the Ollamh Érenn, as a mourning ceremony for the death of his foster-mother Tailtiu, the event is held during the last fortnight of July and culminates with the celebration of Lughnasadh.;Les jeulx furent fondés par Lugh Lámhfhada, l'Ollamh Érenn, comme une cérémonie de deuil pour sa mère adoptive Tailtiu. L'événement a lieu durant les deulx dernières semaines de juillet et culmine avec la célébration de Lughnasadh.;Die Spiele wurden von Lugh Lámhfhada, dem Ollamh Érenn, als Trauerzeremonie für den Tod seiner Pflegemutter Tailtiu ins Leben gerufen. Die Veranstaltung findet in den letzten vierzehn Tagen des Juli statt und gipfelt in der Feier von Lughnasadh.;;;x
hold_blot_desc;Hold a great blot together with your vassals and offer sacrifice to the gods for good harvests and success on the battlefield. This can only be done every ninth year, and takes place in winter provided you are not at war or otherwise already engaged.;;Halten Sie gemeinsam mit Ihren Vasallen einen großen Fleck ab und bringen Sie den Göttern ein Opfer für gute Ernten und Erfolg auf dem Schlachtfeld dar. Dies kann nur jedes neunte Jahr geschehen und findet im Winter statt, sofern ihr euch nicht im Krieg befindet oder anderweitig beschäftigt seid.;;;x
hold_divination;Hold a divination!;Tenir une divination;Halte eine Weissagung ab!;;;x
hold_divination_desc;Hold a divination together with your vassals and offer sacrifice to the gods to divine our future. This can only be done every fifth year.;Tenez une divination accompagné de vos vassaulx et offrez des sacrifices aulx dieulx afin d'apprendre ce que nous réserve l'avenir. Cela ne se fait qu'une fois tous les cinq ans.;Haltet gemeinsam mit euren Vasallen eine Weissagung ab und bringt den Göttern Opfer dar, um die Zukunft zu erahnen. Dies kann nur jedes fünfte Jahr geschehen.;;;x
hold_grand_banquet;Hold a Grand Banquet;Tenir un Grand Banquet;Halte ein großes Bankett ab;;;x
hold_grand_banquet_desc;Begin planning to hold a grand banquet, inviting all vassals and notable neighbors to your event.;Commencer planifier la tenue d'un grand banquet, en invitant tous vos vassaulx et vos voisins notables l'événement.;Beginne mit der Planung eines großen Banketts, zu dem du alle Vasallen und namhaften Nachbarn einlädst.;;;x
hold_grand_hunt;Plan a Grand Hunt;Participer une grande partie de chasse;Plane eine große Jagd;;Únete a una gran cacería;x
hold_grand_hunt_desc;In autumn we shall go on a Grand Hunt with the best hunters in our domains! It will be held in August or September, provided you are not at war or otherwise engaged.;;Im Herbst werden wir eine große Jagd mit den besten Jägern unserer Ländereien veranstalten! Sie wird im August oder September stattfinden, sofern ihr euch nicht im Krieg befindet oder anderweitig beschäftigt seid.;;;x
hold_jarilo_desc;Celebrate the fertility god Jarilo, son of Perun, and the coming of spring with a great festival. This will occur between April and June, provided you are not at war or otherwise engaged.;;Feiert den Fruchtbarkeitsgott Jarilo, den Sohn des Perun, und den kommenden Frühling mit einem großen Fest. Dieses findet zwischen April und Juni statt, sofern ihr euch nicht im Krieg befindet oder anderweitig beschäftigt seid.;;;x
hold_nerge_desc;In the Nerge, or the Great Hunt, an entire Mongol army hunts all wildlife in a vast expanse of wilderness. This not only provides food for the winter, but also improves discipline among the troops. It is held in August or September, provided you are not at war or otherwise engaged.;;Bei der Nerge, der Großen Jagd, jagt ein ganzes mongolisches Heer alle wilden Tiere in einem riesigen Gebiet der Wildnis. Dadurch wird nicht nur Nahrung für den Winter gewonnen, sondern auch die Disziplin der Truppen verbessert. Die Jagd findet im August oder September statt, sofern man sich nicht im Krieg befindet oder anderweitig beschäftigt ist.;;;x
hold_tiger_hunt_desc;Tiger hunting is not only a noble sport but also an occasion to meet your vassals to forge bonds of friendship and discuss important business. It can be held any month before October, provided you are not at war or otherwise engaged.;;Die Tigerjagd ist nicht nur ein edler Sport, sondern auch eine Gelegenheit, sich mit den eigenen Vasallen zu treffen, um Freundschaften zu schließen und wichtige Angelegenheiten zu besprechen. Sie kann in jedem Monat vor Oktober abgehalten werden, vorausgesetzt, ihr befindet euch nicht im Krieg oder seid anderweitig beschäftigt.;;;x
hold_ukon_juhla_desc;Celebrate the coming of summer and pay tribute to Ukko, the god of weather and crops, by hosting the Ukon juhla festival. This will occur between April and June, provided you are not at war or otherwise engaged.;;Feiern Sie die Ankunft des Sommers und zollen Sie Ukko, dem Gott des Wetters und der Ernte, Tribut, indem Sie das Ukon juhla-Fest veranstalten. Es findet zwischen April und Juni statt, sofern Sie sich nicht im Krieg befinden oder anderweitig beschäftigt sind.;;;x
hold_uzgavenes_desc;The Užgavenes festival takes place in spring to celebrate the end of winter and the coming of summer. This will occur between April and June, provided you are not at war or otherwise engaged.;;Das Užgavenes-Fest findet im Frühling statt, um das Ende des Winters und den Beginn des Sommers zu feiern. Es findet zwischen April und Juni statt, sofern Sie sich nicht im Krieg befinden oder anderweitig beschäftigt sind.;;;x
hurufi_omens;Search for Omens;;Suche nach Omen;;;x
hurufi_omens_desc;Study the Holy Qur'an in search of hidden truths about the future. Beware, for the omens could be good or bad, and the resulting effect on your mind could be devastating.;;Studieren Sie den Heiligen Qur'an auf der Suche nach verborgenen Wahrheiten über die Zukunft. Seien Sie auf der Hut, denn die Omen können gut oder schlecht sein, und die daraus resultierende Wirkung auf Ihren Geist könnte verheerend sein.;;;x
hurufi_study1;Study the Mysteries of the Qur'an;;Studiere die Geheimnisse des Qur'an;;;x
hurufi_study1_desc;For the Hurufi, scholarhship and mysticism represent the highest levels of faith and achievement. A scholar should spend their life poring over the Qur'an, unlocking its secrets and advancing their understanding of the universe -- even if doing so represents possible hazards such as blindness, insanity, or worse. Such risk is the price one must pay for enlightenment.;;Für die Hurufi stellen Gelehrsamkeit und Mystik die höchsten Stufen des Glaubens und der Leistung dar. Ein Gelehrter sollte sein Leben damit verbringen, den Koran zu studieren, seine Geheimnisse zu entschlüsseln und sein Verständnis des Universums voranzutreiben - selbst wenn dies mögliche Gefahren wie Blindheit, Wahnsinn oder Schlimmeres mit sich bringt. Ein solches Risiko ist der Preis, den man für die Erleuchtung zahlen muss.;;;x
hurufi_study2;Study the Mysteries of the Qur'an;;Die Geheimnisse des Qur'an studieren;;;x
hurufi_study2_desc;For the Hurufi, scholarhship and mysticism represent the highest levels of faith and achievement. A scholar should spend their life poring over the Qur'an, unlocking its secrets and advancing their understanding of the universe -- even if doing so represents possible hazards such as blindness, insanity, or worse. Such risk is the price one must pay for enlightenment.;;Für die Hurufi stellen Gelehrsamkeit und Mystik die höchsten Stufen des Glaubens und der Leistung dar. Ein Gelehrter sollte sein Leben damit verbringen, den Koran zu studieren, seine Geheimnisse zu entschlüsseln und sein Verständnis des Universums voranzutreiben - selbst wenn dies mögliche Gefahren wie Blindheit, Wahnsinn oder Schlimmeres mit sich bringt. Ein solches Risiko ist der Preis, den man für die Erleuchtung zahlen muss.;;;x
hurufi_study3;Study the Mysteries of the Qur'an;;Die Geheimnisse des Qur'an studieren;;;x
hurufi_study3_desc;For the Hurufi, scholarhship and mysticism represent the highest levels of faith and achievement. A scholar should spend their life poring over the Qur'an, unlocking its secrets and advancing their understanding of the universe -- even if doing so represents possible hazards such as blindness, insanity, or worse. Such risk is the price one must pay for enlightenment.;;Für die Hurufi stellen Gelehrsamkeit und Mystik die höchsten Stufen des Glaubens und der Leistung dar. Ein Gelehrter sollte sein Leben damit verbringen, den Koran zu studieren, seine Geheimnisse zu entschlüsseln und sein Verständnis des Universums voranzutreiben - selbst wenn dies mögliche Gefahren wie Blindheit, Wahnsinn oder Schlimmeres mit sich bringt. Ein solches Risiko ist der Preis, den man für die Erleuchtung zahlen muss.;;;x
hurufi_write_epic_poem;Write An Epic Poem;;Ein episches Gedicht schreiben;;;x
hurufi_write_epic_poem_desc;The pinnacle of achievement for a diwan would be to write an epic Islamic poem -- something that would ensure your fame for all eternity, even amongst non-Hurufi. Whether you could complete it in your lifetime is difficult to say, as certainly it will take many years to finish, but if you do...?;;Die Krönung der Leistung eines Diwans wäre es, ein episches islamisches Gedicht zu schreiben - etwas, das seinen Ruhm für alle Ewigkeit sichern würde, selbst unter Nicht-Hurufi. Ob Sie es zu Lebzeiten vollenden können, ist schwer zu sagen, da es sicherlich viele Jahre dauern wird, bis es fertig ist, aber wenn Sie es schaffen...?;;;x
i_am_orthodoxy;Boost the Orthodox Faith;Booster la foi orthodoxe;Den orthodoxen Glauben stärken;;;x
i_am_orthodoxy_desc;With the Roman Empire in charge of the Orthodox faith, they make together a fine couple facing the perils of the contemporary world...;Avec l'Empire romain en charge de la foi orthodoxe, ils forment ensemble une beau duo face aux périls du monde contemporain ...;Da das Römische Reich für den orthodoxen Glauben zuständig ist, sind sie ein schönes Paar, das sich den Gefahren der heutigen Welt stellt...;;;x
