#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
obj_lower_decadence75_title;Lower Dynastic Decadence;Diminuer la Décadence Dynastique;Lower Dynastic Decadence;;Lower Dynastic Decadence;;;;;;;;;x
obj_lower_decadence80_desc;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;[This.GetTitledFirstName] veult diminuer la décadence de sa dynastie;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;;;;;;;;x
obj_lower_decadence80_title;Lower Dynastic Decadence;Diminuer la Décadence Dynastique;Lower Dynastic Decadence;;Lower Dynastic Decadence;;;;;;;;;x
obj_make_a_friend_desc;[This.GetTitledFirstName] wishes to share a close bond with someone.;[This.GetTitledFirstName] souhaite nouer des liens proches avec quelqu'un.;[This.GetTitledFirstName] wishes to share a close bond with someone.;;[This.GetTitledFirstName] wishes to share a close bond with someone.;;;;;;;;;x
obj_make_a_friend_title;Make a Friend;Faire un Ami;Make a Friend;;Make a Friend;;;;;;;;;x
obj_mentor_liege_child_desc;[This.GetTitledFirstName] wants to educate one of [This.GetHerHis] liege's children to age 16.;[This.GetTitledFirstName] veult éduquer un des enfants de son suzerain jusqu'à l'asge de 16 ans.;[This.GetTitledFirstName] wants to educate one of [This.GetHerHis] liege's children.;;[This.GetTitledFirstName] wants to educate one of [This.GetHerHis] liege's children.;;;;;;;;;x
obj_mentor_liege_child_title;Mentor Liege's Child to 16;Estre le Mentor d'un Enfant du Suzerain jusqu'à l'asge de 16 ans;Mentor Liege's Child to 16;;Mentor Liege's Child to 16;;;;;;;;;x
obj_noble_concubine_desc;[This.GetTitledFirstName] wants to make a woman of noble blood his bedwarmer;[This.GetTitledFirstName] veult qu'une femme de sang noble chauffe sa couche;[This.GetTitledFirstName] wants to make a woman of noble blood his bedwarmer;;[This.GetTitledFirstName] wants to make a woman of noble blood his bedwarmer;;;;;;;;;x
obj_noble_concubine_title;Obtain a Noble Concubine;Obtenir une Concubine Noble;Obtain a Noble Concubine;;Obtain a Noble Concubine;;;;;;;;;x
obj_peace_10_year_desc;[This.GetTitledFirstName] desires 10 years of peace.;[This.GetTitledFirstName] désire 10 ans de paix.;[This.GetTitledFirstName] desires 10 years of peace.;;[This.GetTitledFirstName] desires 10 years of peace.;;;;;;;;;x
obj_peace_10_year_title;Reign in Peace for 10 Years;Régner en Paix pendant 10 Ans;Reign in Peace for 10 Years;;Reign Peace for 10 Years;;;;;;;;;x
obj_publicly_pious_desc;[This.GetTitledFirstName] wants to be known to all as a pious [This.GetManWoman];[This.GetTitledFirstName] veult estre connu(e) de tous pour sa Piété;[This.GetTitledFirstName] wants to be known to all as a pious [This.GetManWoman];;[This.GetTitledFirstName] wants to be known to all as a pious [This.GetManWoman];;;;;;;;;x
obj_publicly_pious_title;Be Seen Publicly As Pious;Estre Vu(e) Publiquement comme Pieux;Be Seen Publicly As Pious;;Be Seen Publicly As Pious;;;;;;;;;x
obj_raise_worthy_son_desc;[This.GetTitledFirstName] seeks to raise a son worthy to rule [This.GetHerHis] realm;[This.GetTitledFirstName] souhaite élever un fils digne de régner sur son royaume;[This.GetTitledFirstName] seeks to raise a son worthy to rule [This.GetHerHis] realm;;[This.GetTitledFirstName] seeks to raise a son worthy to rule [This.GetHerHis] realm;;;;;;;;;x
obj_raise_worthy_son_title;Raise a Worthy Son;Elever un Fils Digne;Raise a Worthy Son;;Raise a Worthy Son;;;;;;;;;x
obj_reign_20_years_desc;[This.GetTitledFirstName] yearns to rule for 20 Years.;[This.GetTitledFirstName] espère régner 20 ans.;[This.GetTitledFirstName] yearns to rule for 20 Years.;;[This.GetTitledFirstName] yearns to rule for 20 Years.;;;;;;;;;x
obj_reign_20_years_title;Reign for 20 Years;Régner 20 ans.;Reign for 20 Years;;Reign for 20 Years;;;;;;;;;x
obj_seek_fame_glory_desc;While already notable, [This.GetTitledFirstName] thinks [This.GetObjectPronoun] deserves true fame and glory for [This.GetHerHis] deeds.;Bien que déjà notable, [This.GetTitledFirstName] pense mériter une véritable gloire et renommée pour ses actes.;While already notable, [This.GetTitledFirstName] thinks [This.GetObjectPronoun] deserves true fame and glory for [This.GetHerHis] deeds.;;While already notable, [This.GetTitledFirstName] thinks [This.GetObjectPronoun] deserves true fame and glory for [This.GetHerHis] deeds.;;;;;;;;;x
obj_seek_fame_glory_title;Seek Fame and Glory;Quérir Gloire et Renommée;Seek Fame and Glory;;Seek Fame and Glory;;;;;;;;;x
obj_spouse_councillor_desc;[This.GetTitledFirstName] wants [This.GetHerHis] spouse to hold a council position.;[This.GetTitledFirstName] veult que son conjoint siège au Conseil.;[This.GetTitledFirstName] wants [This.GetHerHis] spouse to hold a council position.;;[This.GetTitledFirstName] wants [This.GetHerHis] spouse to hold a council position.;;;;;;;;;x
obj_spouse_councillor_title;See Spouse become Councillor;Voir Conjoint devenir Conseiller;See Spouse become Councillor;;See Spouse become Councillor;;;;;;;;;x
obj_status_quo_desc;[This.GetTitledFirstName] doesn't want anything in particular at the moment.;[This.GetTitledFirstName] ne veult rien de particulier pour le moment.;[This.GetTitledFirstName] will nichts bestimmtes im Moment.;;[This.GetTitledFirstName] doesn't want anything in particular at the moment.;;;;;;;;;x
obj_status_quo_title;No Ambition;Point d'ambition;Keine Ambition;;No Ambition;;;;;;;;;x
obj_ten_children_desc;[This.GetTitledFirstName] wants a large family and many children to carry on [This.GetHerHis] legacy.;[This.GetTitledFirstName] veult une grande famille et moults enfants pour perpétuer sa lignée.;[This.GetTitledFirstName]will eine große Familie und viele Kinder um das Vermächtnis der [This.GetHerHis]fortzusetzen.;;[This.GetTitledFirstName] wants a large family and many children to carry on [This.GetHerHis] legacy.;;;;;;;;;x
obj_ten_children_title;Have Ten Children;Avoir dix enfants;Bekommt zehn Kinder;;Have Ten Children;;;;;;;;;x
obj_twenty_children_desc;[This.GetTitledFirstName] wants a large family and many children to carry on [This.GetHerHis] legacy.;[This.GetTitledFirstName] veult une grande famille et moults enfants pour perpétuer sa lignée.;[This.GetTitledFirstName]will eine große Familie und viele Kinder um das Vermächtnis der [This.GetHerHis]fortzusetzen.;;[This.GetTitledFirstName] wants a large family and many children to carry on [This.GetHerHis] legacy.;;;;;;;;;x
obj_twenty_children_title;Have Twenty Children;Avoir vingt enfants;Bekommt zwanzig Kinder;;Have Twenty Children;;;;;;;;;x
obj_uncover_plot_desc;[This.GetTitledFirstName] wants to expose a plot, to prove [This.GetHerHis] skill in courtly intrigue.;[This.GetTitledFirstName] veult dévoiler un complot, pour prouver sa compétence en matière d'intrigues de cour.;[This.GetTitledFirstName] wants to expose a plot, to prove [This.GetHerHis] skill in courtly intrigue.;;[This.GetTitledFirstName] wants to expose a plot, to prove [This.GetHerHis] skill in courtly intrigue.;;;;;;;;;x
obj_uncover_plot_title;Uncover a Plot;Dévoiler un Complot;Uncover a Plot;;Uncover a Plot;;;;;;;;;x
obj_ward_liege_child_desc;[This.GetTitledFirstName] wants to foster one of [This.GetHerHis] liege's children.;[This.GetTitledFirstName] souhaite élever un des enfants de son suzerain.;[This.GetTitledFirstName] wants to foster one of [This.GetHerHis] liege's children.;;[This.GetTitledFirstName] wants to foster one of [This.GetHerHis] liege's children.;;;;;;;;;x
obj_ward_liege_child_title;Ward Liege's Child;Prendre sous tutelle Enfant du Suzerain;Ward Liege's Child;;Ward Liege's Child;;;;;;;;;x
obj_win_a_war_desc;[This.GetTitledFirstName] desires the glory and fame of a successful war.;[This.GetTitledFirstName] désire connoistre la gloire dans une guerre victorieuse.;[This.GetTitledFirstName] wünscht den Ruhm und die Berühmtheit eines erfolgreichen Krieges.;;[This.GetTitledFirstName] desires the glory and fame of a successful war.;;;;;;;;;x
obj_win_a_war_title;Win a War;Gagner une guerre;Einen Krieg gewinnen;;Win a War;;;;;;;;;x
OBJDEMESNESUCCESS;Increase the size of your Demesne by one holding;Augmenter la taille de votre domaine d'une possession;Increase the size of your Demesne by one holding;;Increase the size of your Demesne by one holding;;;;;;;;;x
OFFER_MARRIGE_INTERACTION_5;Since §Y[ActorExtra.GetFirstName]§! is §Y[RecipientExtra.GetFirstName]'s§! $RELATION$, it would be a sacred union, pleasing to vassals.;Comme §Y[ActorExtra.GetFirstName]§! est $RELATION$ de §Y[RecipientExtra.GetFirstName]§!, ce serait une union sacrée, qui plairait aulx vassaulx.;Since §Y[ActorExtra.GetFirstName]§! is §Y[RecipientExtra.GetFirstName]'s§! $RELATION$, it would be a sacred union, pleasing to vassals.;;Since §Y[ActorExtra.GetFirstName]§! is §Y[RecipientExtra.GetFirstName]'s§! $RELATION$, it would be a sacred union, pleasing to vassals.;;;;;;;;;x
OFFER_SUCCESSION_MARRIGE_INTERACTION_5;Since §Y[ActorExtra.GetFirstName]§! is §Y[RecipientExtra.GetFirstName]'s§! $RELATION$, it would be a sacred union, pleasing to vassals.;Comme §Y[ActorExtra.GetFirstName]§! est $RELATION$ de §Y[RecipientExtra.GetFirstName]§!, ce serait une union sacrée, qui plairait aulx vassaulx.;Since §Y[ActorExtra.GetFirstName]§! is §Y[RecipientExtra.GetFirstName]'s§! $RELATION$, it would be a sacred union, pleasing to vassals.;;Since §Y[ActorExtra.GetFirstName]§! is §Y[RecipientExtra.GetFirstName]'s§! $RELATION$, it would be a sacred union, pleasing to vassals.;;;;;;;;;x
old50;Old;Assez Vieux;Ziemlich Alt;;Old;;;;;;;;;x
old50_death;a natural death;de mort naturelle;eines natürlichen Todes;;de muerte natural;;;;;;;;;x
old50_desc;This character has reached old age with all the aches and pains but also wisdom that it brings.;Ce personnage a atteint un age avancé avec toutes ses douleurs et ses souffrances, mais aussi avec la sagesse que cela apporte.;Dieser Charakter hat ein recht hohes Alter erreicht - mit all seinen Gebrechen und Schmerzen, aber auch mit der Weisheit des Alters.;;This character has reached old age with all the aches and pains but also wisdom that it brings.;;;;;;;;;x
old60;Old;Vieux;Alt;;Old;;;;;;;;;x
old60_death;a natural death;de mort naturelle;eines natürlichen Todes;;de muerte natural;;;;;;;;;x
old60_desc;This character has reached old age with all the aches and pains but also wisdom that it brings.;Ce personnage a atteint un age avancé avec toutes ses douleurs et ses souffrances, mais aussi avec la sagesse que cela apporte.;Dieser Charakter hat ein hohes Alter erreicht - mit all seinen Gebrechen und Schmerzen, aber auch mit der Weisheit des Alters.;;This character has reached old age with all the aches and pains but also wisdom that it brings.;;;;;;;;;x
old70;Old;Très-Vieux;Sehr Alt;;Old;;;;;;;;;x
old70_death;a natural death;de mort naturelle;eines natürlichen Todes;;de muerte natural;;;;;;;;;x
old70_desc;This character has reached old age with all the aches and pains but also wisdom that it brings.;Ce personnage a atteint un age avancé avec toutes ses douleurs et ses souffrances, mais aussi avec la sagesse que cela apporte.;Dieser Charakter hat ein sehr hohes Alter erreicht - mit all seinen Gebrechen und Schmerzen, aber auch mit der Weisheit des Alters.;;This character has reached old age with all the aches and pains but also wisdom that it brings.;;;;;;;;;x
old80;Old;Vieillard;Uralt;;Old;;;;;;;;;x
old80_death;a natural death;de mort naturelle;eines natürlichen Todes;;de muerte natural;;;;;;;;;x
old80_desc;This character has reached old age with all the aches and pains but also wisdom that it brings.;Ce personnage a atteint un age avancé avec toutes ses douleurs et ses souffrances, mais aussi avec la sagesse que cela apporte.;Dieser Charakter hat ein unglaublich hohes Alter erreicht - mit all seinen Gebrechen und Schmerzen, aber auch mit der Weisheit des Alters.;;This character has reached old age with all the aches and pains but also wisdom that it brings.;;;;;;;;;x
old90;Old;Mathusalem;Methusalem;;Old;;;;;;;;;x
old90_death;a natural death;de mort naturelle;eines natürlichen Todes;;de muerte natural;;;;;;;;;x
old90_desc;This character has reached old age with all the aches and pains but also wisdom that it brings.;Ce personnage a atteint un age avancé avec toutes ses douleurs et ses souffrances, mais aussi avec la sagesse que cela apporte.;Dieser Charakter hat ein wahrhaft biblisches Alter erreicht - mit all seinen Gebrechen und Schmerzen, aber auch mit der Weisheit des Alters.;;This character has reached old age with all the aches and pains but also wisdom that it brings.;;;;;;;;;x
opinion_abandoned_dynasty;Abandoned Dynasty;Abandoned Dynasty;Abandoned Dynasty;;Abandoned Dynasty;;;;;;;;;x
opinion_abuse_power;Abused Power for Friend;A Abusé de son Pouvoir pour un Ami;Abused Power for Friend;;Abused Power for Friend;;;;;;;;;x
opinion_adopted_hellenic_state_religion;Adopted the Hellenic state religion;A adopté la religion d'état hellénique;Adopted the Hellenic state religion;;Adopted the Hellenic state religion;;;;;;;;;;;
opinion_aggressive_republic;Aggressor;Aggresseur;Aggressor;;Aggressor;;;;;;;;;x
opinion_appointed_patriarch;Made me the new Ecumenical Patriarch;Faites de moi le nouveau Patriarche Œcuménique;Made me the new Ecumenical Patriarch;;Made me the new Ecumenical Patriarch;;;;;;;;;x
opinion_approved_law;Approved proposed law;Proposition de loi approuvée;Stimmte Gesetz zu;;Approved proposed law;;;;;;;;;x
opinion_approved_succession_law;Approved Succession Law Change;Changement de la loi de succession approuvé;Stimmte Erbrechtsänderung zu;;Approved Succession Law Change;;;;;;;;;x
opinion_attempt_kidnap;Attempted Kidnapping;A fait une tentative de kidnapping;Attempted Kidnapping;;Attempted Kidnapping;;;;;;;;;x
opinion_attended_ceremony;Attended Coronation;A assisté au Couronnement;Krönung zustimmen;;Attended Coronation;;;;;;;;x
opinion_aunt_fix;Aunt;Tante;Tante;;Aunt;;;;;;;;;x
opinion_bad_succ_law_change;Outraged by Succession Law Change;Scandale face à la nouvelle loi de succession;Schockiert durch Nachfolgerechtsänderung;;Indignado por el cambio en la ley de sucesión;;;;;;;;;x
opinion_barbarian;Barbarian;Barbarian;Barbarian;;Barbarian;;;;;;;;;;;
