#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#;;;;;;;;;;;;;;x
# FACTION MAIN;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
CB_NAME_OVERTHROWRULER;Overthrow Ruler;Renverser le Suzerain;Herrscher stürzen;;Gobernante derrocado;;;;;;;;;x
NOT_BAD_COURT_RECENT;Is willing to meet with [From.GetTitledFirstNameNoRegnal]\n;Is willing to meet with [From.GetTitledFirstNameNoRegnal]\n;Ist bereit, sich mit [From.GetTitledFirstNameNoRegnal]\n zu treffen;;Is willing to meet with [From.GetTitledFirstNameNoRegnal]\n;;;;;;;;;x
NOT_REBUFFED_RECRUIT;Has not recently rebuffed a recruitment attempt by you\n;Has not recently rebuffed a recruitment attempt by you\n;Hat nicht kürzlich einen Rekrutierungsversuch von Ihnen abgelehnt\n;;Has not recently rebuffed a recruitment attempt by you\n;;;;;;;;;x
NOT_RECENTLY_COURT;Has not courted a fellow faction member within the last year\n;Has not courted a fellow faction member within the last year\n;Hat nicht innerhalb des letzten Jahres ein anderes Fraktionsmitglied umworben\n;;Has not courted a fellow faction member within the last year\n;;;;;;;;;x
NOT_RECENTLY_COURTED;Has not been courted by a faction member within the last year\n;Has not been courted by a faction member within the last year\n;Wurde innerhalb des letzten Jahres nicht von einem Fraktionsmitglied umworben\n;;Has not been courted by a faction member within the last year\n;;;;;;;;;x
NOT_RECENTLY_RECRUIT;Has not tried to recruit anyone within the last year\n;Has not tried to recruit anyone within the last year\n;Hat innerhalb des letzten Jahres nicht versucht, jemanden zu rekrutieren\n;;Has not tried to recruit anyone within the last year\n;;;;;;;;;x
NOT_RECENTLY_RECRUITED;Has not been approached to join a faction within the last year\n;Has not been approached to join a faction within the last year\n;Wurde innerhalb des letzten Jahres nicht angesprochen, einer Fraktion beizutreten\n;;Has not been approached to join a faction within the last year\n;;;;;;;;;x
pattern_interaction_faction_member_custom_tooltip;This character is a member of my faction;This character is a member of my faction;Dieser Charakter ist ein Mitglied meiner Fraktion;;This character is a member of my faction;;;;;;;;;x
pattern_interaction_not_faction_interest_custom_tooltip;This is against the interests of my faction;This is against the interests of my faction;Dies ist gegen die Interessen meiner Fraktion;;This is against the interests of my faction;;;;;;;;;x
pattern_interaction_in_faction_interest_custom_tooltip;This is in the interests of my faction;This is in the interests of my faction;Dies ist im Interesse meiner Fraktion;;This is in the interests of my faction;;;;;;;;;x
PRETENDER_FACTION_CONTINUES;Factions may form to support your claims -- note that, should the faction rise up against your liege, you are not required to support it...but neither can you declare loyalty for your liege, and your liege will treat you as a fellow traitor if the revolt fails regardless.;Factions may form to support your claims -- note that, should the faction rise up against your liege, you are not required to support it...but neither can you declare loyalty for your liege, and your liege will treat you as a fellow traitor if the revolt fails regardless.;Fraktionen können sich bilden, um eure Forderungen zu unterstützen - beachtet, dass ihr nicht verpflichtet seid, die Fraktion zu unterstützen, wenn sie sich gegen euren Lehnsherrn erhebt... aber ihr könnt auch nicht eurem Lehnsherrn gegenüber Loyalität bekunden, und euer Lehnsherr wird euch als Mitverräter behandeln, wenn der Aufstand trotzdem scheitert.;;Factions may form to support your claims -- note that, should the faction rise up against your liege, you are not required to support it...but neither can you declare loyalty for your liege, and your liege will treat you as a fellow traitor if the revolt fails regardless.;;;;;;;;;x
PRETENDER_FACTION_DISSOLVES;[FromFrom.GetTitledFirstNameNoRegnal]'s faction will dissolve, and no further factions may arise to support your claims.;[FromFrom.GetTitledFirstNameNoRegnal]'s faction will dissolve, and no further factions may arise to support your claims.;Die Fraktion von [FromFrom.GetTitledFirstNameNoRegnal] wird sich auflösen, und es können keine weiteren Fraktionen entstehen, die Eure Ansprüche unterstützen.;;[FromFrom.GetTitledFirstNameNoRegnal]'s faction will dissolve, and no further factions may arise to support your claims.;;;;;;;;;x
PROSPERITYFACTIONMOODMINUS;The mood of the §YProsperity Faction§! in the §Y[Root.PrimaryTitle.GetFullBaseName]§! led by §Y[This.GetTitledFirstName]§! is §Rworsened§!\n;The mood of the §YProsperity Faction§! in the §Y[Root.PrimaryTitle.GetFullBaseName]§! led by §Y[This.GetTitledFirstName]§! is §Rworsened§!\n;Die Stimmung der §YWohlstandsfraktion§! in der §Y[Root.PrimaryTitle.GetFullBaseName]§! angeführt von §Y[This.GetTitledFirstName]§! ist §RVerstärkt§!\n;;The mood of the §YProsperity Faction§! in the §Y[Root.PrimaryTitle.GetFullBaseName]§! led by §Y[This.GetTitledFirstName]§! is §Rworsened§!\n;;;;;;;;;x
PROSPERITYFACTIONMOODPLUS;The mood of the §YProsperity Faction§! in the §Y[Root.PrimaryTitle.GetFullBaseName]§! led by §Y[This.GetTitledFirstName]§! is §Gimproved§!\n;The mood of the §YProsperity Faction§! in the §Y[Root.PrimaryTitle.GetFullBaseName]§! led by §Y[This.GetTitledFirstName]§! is §Gimproved§!\n;Die Stimmung der §YWohlstandsfraktion§! in der §Y[Root.PrimaryTitle.GetFullBaseName]§! angeführt von §Y[This.GetTitledFirstName]§! ist §GVerbessert§!\n;;The mood of the §YProsperity Faction§! in the §Y[Root.PrimaryTitle.GetFullBaseName]§! led by §Y[This.GetTitledFirstName]§! is §Gimproved§!\n;;;;;;;;;x
SEND_REGULAR_ULTIMATUM;Send ultimatum: either [Root.Liege.GetSheHe] gives into your faction's demands or there will be war;Send ultimatum: either [Root.Liege.GetSheHe] gives into your faction's demands or there will be war;Sende ein Ultimatum: entweder [Root.Liege.GetSheHe] gibt den Forderungen deiner Fraktion nach oder es wird Krieg geben;;Send ultimatum: either [Root.Liege.GetSheHe] gives into your faction's demands or there will be war;;;;;;;;;x
SEND_RELIGIOUS_ULTIMATUM;Send an ultimatum: either [Root.Liege.GetSheHe] converts to the [Root.Religion.GetName] faith or there will be war;Send an ultimatum: either [Root.Liege.GetSheHe] converts to the [Root.Religion.GetName] faith or there will be war;Sende ein Ultimatum: entweder [Root.Liege.GetSheHe] konvertiert zum Glauben von [Root.Religion.GetName] oder es wird Krieg geben;;Send an ultimatum: either [Root.Liege.GetSheHe] converts to the [Root.Religion.GetName] faith or there will be war;;;;;;;;;x
SMOOTH_THINGS_OVER;You smooth things over with [target_faction_dispute.GetTitledFirstNameNoRegnal]\n;You smooth things over with [target_faction_dispute.GetTitledFirstNameNoRegnal]\n;Ihr schlichtet die Sache mit [target_faction_dispute.GetTitledFirstNameNoRegnal]\n;;You smooth things over with [target_faction_dispute.GetTitledFirstNameNoRegnal]\n;;;;;;;;;x
TELL_HIM_DO_HIS_WORST;Refuse to submit, and tell [Root.GetHerHim] to do whatever [Root.GetSheHe] wishes with the information;Refuse to submit, and tell [Root.GetHerHim] to do whatever [Root.GetSheHe] wishes with the information;Weigern Sie sich, sich zu fügen, und sagen Sie [Root.GetHerHim], dass er mit den Informationen machen soll, was immer [Root.GetSheHe] wünscht;;Refuse to submit, and tell [Root.GetHerHim] to do whatever [Root.GetSheHe] wishes with the information;;;;;;;;;x
TO_LOWERED;Tribal Organization will be §Rreduced§! in §Y[This.GetFullName]§!\n;Tribal Organization will be §Rreduced§! in §Y[This.GetFullName]§!\n;Stammesorganisation wird §Rreduziert§! in §Y[This.GetFullName]§!\n;;Tribal Organization will be §Rreduced§! in §Y[This.GetFullName]§!\n;;;;;;;;;x
TOARMS;To arms!!;Aulx armes !;Zu den Waffen!!!;;To arms!!;;;;;;;;;x
TRADITIONFACTIONMOODMINUS;The mood of the §YTradition Faction§! in the §Y[Root.PrimaryTitle.GetFullBaseName]§! led by §Y[This.GetTitledFirstName]§! is §Rworsened§!\n;The mood of the §YTradition Faction§! in the §Y[Root.PrimaryTitle.GetFullBaseName]§! led by §Y[This.GetTitledFirstName]§! is §Rworsened§!\n;Die Stimmung der §YTraditionsfraktion§! in der §Y[Root.PrimaryTitle.GetFullBaseName]§! angeführt von §Y[This.GetTitledFirstName]§! ist §RVerstärkt§!\n;;The mood of the §YTradition Faction§! in the §Y[Root.PrimaryTitle.GetFullBaseName]§! led by §Y[This.GetTitledFirstName]§! is §Rworsened§!\n;;;;;;;;;x
TRADITIONFACTIONMOODPLUS;The mood of the §YTradition Faction§! in the §Y[Root.PrimaryTitle.GetFullBaseName]§! led by §Y[This.GetTitledFirstName]§! is §Gimproved§!\n;The mood of the §YTradition Faction§! in the §Y[Root.PrimaryTitle.GetFullBaseName]§! led by §Y[This.GetTitledFirstName]§! is §Gimproved§!\n;Die Stimmung der §YTraditionsfraktion§! in der §Y[Root.PrimaryTitle.GetFullBaseName]§! angeführt von §Y[This.GetTitledFirstName]§! ist §GVerbessert§!\n;;The mood of the §YTradition Faction§! in the §Y[Root.PrimaryTitle.GetFullBaseName]§! led by §Y[This.GetTitledFirstName]§! is §Gimproved§!\n;;;;;;;;;x
TRANSFER_25_PRESTIGE_TO;Transfer §Y25§! Prestige to §Y[Root.Liege.GetTitledName]§!\n;Transfer §Y25§! Prestige to §Y[Root.Liege.GetTitledName]§!\n;Übertrage §Y25§! Prestige an §Y[Root.Liege.GetTitledName]§!\n;;Transfer §Y25§! Prestige to §Y[Root.Liege.GetTitledName]§!\n;;;;;;;;;x
TRANSFER_50_PRESTIGE_TO;Transfer §Y50§! Prestige to §Y[Root.Liege.GetTitledName]§!\n;Transfer §Y50§! Prestige to §Y[Root.Liege.GetTitledName]§!\n;Übertrage §Y50§! Prestige auf §Y[Root.Liege.GetTitledName]§!\n;;Transfer §Y50§! Prestige to §Y[Root.Liege.GetTitledName]§!\n;;;;;;;;;x
TRANSFER_100_PRESTIGE_TO;Transfer §Y100§! Prestige to §Y[Root.Liege.GetTitledName]§!\n;Transfer §Y100§! Prestige to §Y[Root.Liege.GetTitledName]§!\n;Übertrage §Y100§! Prestige an §Y[Root.Liege.GetTitledName]§!\n;;Transfer §Y100§! Prestige to §Y[Root.Liege.GetTitledName]§!\n;;;;;;;;;x
TRANSFER_250_PRESTIGE_TO;Transfer §Y250§! Prestige to §Y[Root.Liege.GetTitledName]§!\n;Transfer §Y250§! Prestige to §Y[Root.Liege.GetTitledName]§!\n;Übertrage §Y250§! Prestige an §Y[Root.Liege.GetTitledName]§!\n;;Transfer §Y250§! Prestige to §Y[Root.Liege.GetTitledName]§!\n;;;;;;;;;x
TRANSFER_25_PRESTIGE_FROM;Transfer §Y25§! Prestige from §Y[This.GetTitledName]§!\n;Transfer §Y25§! Prestige from §Y[This.GetTitledName]§!\n;Übertrage §Y25§! Prestige von §Y[This.GetTitledName]§!\n;;Transfer §Y25§! Prestige from §Y[This.GetTitledName]§!\n;;;;;;;;;x
TRANSFER_50_PRESTIGE_FROM;Transfer §Y50§! Prestige from §Y[This.GetTitledName]§!\n;Transfer §Y50§! Prestige from §Y[This.GetTitledName]§!\n;Übertrage §Y50§! Prestige von §Y[This.GetTitledName]§!\n;;Transfer §Y50§! Prestige from §Y[This.GetTitledName]§!\n;;;;;;;;;x
TRANSFER_100_PRESTIGE_FROM;Transfer §Y100§! Prestige from §Y[This.GetTitledName]§!\n;Transfer §Y100§! Prestige from §Y[This.GetTitledName]§!\n;Übertragen Sie §Y100§! Prestige von §Y[This.GetTitledName]§!\n;;Transfer §Y100§! Prestige from §Y[This.GetTitledName]§!\n;;;;;;;;;x
TRANSFER_250_PRESTIGE_FROM;Transfer §Y250§! Prestige from §Y[This.GetTitledName]§!\n;Transfer §Y250§! Prestige from §Y[This.GetTitledName]§!\n;Übertragen Sie §Y250§! Prestige von §Y[This.GetTitledName]§!\n;;Transfer §Y250§! Prestige from §Y[This.GetTitledName]§!\n;;;;;;;;;x
TRANSFER_5_PIETY_TO;Transfer §Y5§! Piety to §Y[Root.Liege.GetTitledName]§!\n;Transfer §Y5§! Piety to §Y[Root.Liege.GetTitledName]§!\n;Übertrage §Y5§! Frömmigkeit an §Y[Root.Liege.GetTitledName]§!\n;;Transfer §Y5§! Piety to §Y[Root.Liege.GetTitledName]§!\n;;;;;;;;;x
TRANSFER_25_PIETY_TO;Transfer §Y25§! Piety to §Y[Root.Liege.GetTitledName]§!\n;Transfer §Y25§! Piety to §Y[Root.Liege.GetTitledName]§!\n;Übertrage §Y25§! Frömmigkeit an §Y[Root.Liege.GetTitledName]§!\n;;Transfer §Y25§! Piety to §Y[Root.Liege.GetTitledName]§!\n;;;;;;;;;x
TRANSFER_50_PIETY_TO;Transfer §Y50§! Piety to §Y[Root.Liege.GetTitledName]§!\n;Transfer §Y50§! Piety to §Y[Root.Liege.GetTitledName]§!\n;Übertrage §Y50§! Frömmigkeit auf §Y[Root.Liege.GetTitledName]§!\n;;Transfer §Y50§! Piety to §Y[Root.Liege.GetTitledName]§!\n;;;;;;;;;x
TRANSFER_100_PIETY_TO;Transfer §Y100§! Piety to §Y[Root.Liege.GetTitledName]§!\n;Transfer §Y100§! Piety to §Y[Root.Liege.GetTitledName]§!\n;Übertrage §Y100§! Piety to §Y[Root.Liege.GetTitledName]§!\n;;Transfer §Y100§! Piety to §Y[Root.Liege.GetTitledName]§!\n;;;;;;;;;x
TRANSFER_5_PIETY_FROM;Transfer §Y5§! Piety from §Y[This.GetTitledName]§!\n;Transfer §Y5§! Piety from §Y[This.GetTitledName]§!\n;Übertrage §Y5§! Frömmigkeit von §Y[This.GetTitledName]§!\n;;Transfer §Y5§! Piety from §Y[This.GetTitledName]§!\n;;;;;;;;;x
TRANSFER_25_PIETY_FROM;Transfer §Y25§! Piety from §Y[This.GetTitledName]§!\n;Transfer §Y25§! Piety from §Y[This.GetTitledName]§!\n;Übertrage §Y25§! Frömmigkeit von §Y[This.GetTitledName]§!\n;;Transfer §Y25§! Piety from §Y[This.GetTitledName]§!\n;;;;;;;;;x
TRANSFER_50_PIETY_FROM;Transfer §Y50§! Piety from §Y[This.GetTitledName]§!\n;Transfer §Y50§! Piety from §Y[This.GetTitledName]§!\n;Übertrage §Y50§! Frömmigkeit von §Y[This.GetTitledName]§!\n;;Transfer §Y50§! Piety from §Y[This.GetTitledName]§!\n;;;;;;;;;x
TRANSFER_100_PIETY_FROM;Transfer §Y100§! Piety from §Y[This.GetTitledName]§!\n;Transfer §Y100§! Piety from §Y[This.GetTitledName]§!\n;Übertrage §Y100§! Frömmigkeit von §Y[This.GetTitledName]§!\n;;Transfer §Y100§! Piety from §Y[This.GetTitledName]§!\n;;;;;;;;;x
#;;;;;;;;;;;;;;x
# FACTION EVENTS;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
EVTNAME912;Negotiate with Faction Leader;Negotiate with Faction Leader;Mit Fraktionsführer verhandeln;;Negotiate with Faction Leader;;;;;;;;;x
EVTDESC912;After some effort, I have managed to arrange a meeting between [faction_leader.GetTitledName] and [Root.Liege.GetTitledFirstNameNoRegnal] to discuss faction business...provided, of course, that [Root.Liege.GetTitledFirstNameNoRegnal] is willing.;After some effort, I have managed to arrange a meeting between [faction_leader.GetTitledName] and [Root.Liege.GetTitledFirstNameNoRegnal] to discuss faction business...provided, of course, that [Root.Liege.GetTitledFirstNameNoRegnal] is willing.;Nach einigen Bemühungen ist es mir gelungen, ein Treffen zwischen [faction_leader.GetTitledName] und [Root.Liege.GetTitledFirstNameNoRegnal] zu arrangieren, um Fraktionsangelegenheiten zu besprechen ... vorausgesetzt natürlich, dass [Root.Liege.GetTitledFirstNameNoRegnal] dazu bereit ist.;;After some effort, I have managed to arrange a meeting between [faction_leader.GetTitledName] and [Root.Liege.GetTitledFirstNameNoRegnal] to discuss faction business...provided, of course, that [Root.Liege.GetTitledFirstNameNoRegnal] is willing.;;;;;;;;;x
EVTOPTA912;Inform [Root.Liege.GetTitledFirstNameNoRegnal] at once!;Inform [Root.Liege.GetTitledFirstNameNoRegnal] at once!;Informiert [Root.Liege.GetTitledFirstNameNoRegnal] sofort!;;Inform [Root.Liege.GetTitledFirstNameNoRegnal] at once!;;;;;;;;;x
EVTDESC_PlusFaction_110;You begin the journey to [From.Capital.GetName], hoping to catch [From.GetTitledFirstNameNoRegnal] at [From.GetHerHis] manse. It will be a chance to engage the [From.GetManWoman] in friendly discussion, and hopefully convince [From.GetHerHim] to join your faction.;You begin the journey to [From.Capital.GetName], hoping to catch [From.GetTitledFirstNameNoRegnal] at [From.GetHerHis] manse. It will be a chance to engage the [From.GetManWoman] in friendly discussion, and hopefully convince [From.GetHerHim] to join your faction.;Ihr macht Euch auf den Weg nach [From.Capital.GetName], in der Hoffnung, [From.GetTitledFirstNameNoRegnal] in [From.GetHerHis] Schloss zu treffen. Es wird eine Gelegenheit sein, die [From.GetManWoman] in ein freundliches Gespräch zu verwickeln und hoffentlich [From.GetHerHim] davon zu überzeugen, sich Eurer Fraktion anzuschließen.;;You begin the journey to [From.Capital.GetName], hoping to catch [From.GetTitledFirstNameNoRegnal] at [From.GetHerHis] manse. It will be a chance to engage the [From.GetManWoman] in friendly discussion, and hopefully convince [From.GetHerHim] to join your faction.;;;;;;;;;x
EVTOPTA_PlusFaction_110;Let's hope so!;Let's hope so!;Hoffen wir es!;;Let's hope so!;;;;;;;;;x
EVTDESC_PlusFaction_111A;[FromFrom.GetTitledName] has arrived unexpectedly at [Root.Location.GetName], asking for an audience. You suspect the [FromFrom.GetManWoman] intends to convince you to join [FromFrom.GetHerHis] Court Faction...and, indeed, when you meet at the gates [FromFrom.GetSheHe] is all smiles and eager to discuss business. What shall you tell [FromFrom.GetHerHim]?;[FromFrom.GetTitledName] has arrived unexpectedly at [Root.Location.GetName], asking for an audience. You suspect the [FromFrom.GetManWoman] intends to convince you to join [FromFrom.GetHerHis] Court Faction...and, indeed, when you meet at the gates [FromFrom.GetSheHe] is all smiles and eager to discuss business. What shall you tell [FromFrom.GetHerHim]?;[FromFrom.GetTitledName] ist unerwartet bei [Root.Location.GetName] eingetroffen und hat um eine Audienz gebeten. Ihr vermutet, dass [FromFrom.GetManWoman] Euch davon überzeugen will, der [FromFrom.GetHerHis]-Hofpartei beizutreten ... und tatsächlich, als Ihr Euch an den Toren trefft, ist [FromFrom.GetSheHe] gut gelaunt und begierig darauf, das Geschäftliche zu besprechen. Was sollt Ihr [FromFrom.GetHerHim] erzählen?;;[FromFrom.GetTitledName] has arrived unexpectedly at [Root.Location.GetName], asking for an audience. You suspect the [FromFrom.GetManWoman] intends to convince you to join [FromFrom.GetHerHis] Court Faction...and, indeed, when you meet at the gates [FromFrom.GetSheHe] is all smiles and eager to discuss business. What shall you tell [FromFrom.GetHerHim]?;;;;;;;;;x
